lemma,simplex
Kleingarten,0
Brainstorming,0
Saphir,1
Dekadenz,0
Kugelstoßen,0
ganztags,0
Skateboard,0
Psoriasis,0
Rosenmontag,0
Soltau,0
Asbest,1
jahrhundertelang,0
Wohngegend,0
Nichtwissen,0
Heli,1
stand,1
adoptieren,1
Tunika,1
Neurose,1
Glukose,1
sinnvollsten,0
Intermezzo,0
Frischkäse,0
dunkelrot,1
deckungsgleich,0
wöchigen,0
Obergericht,0
Sonett,1
Schiebedach,0
Sichel,1
Metropolis,0
Findling,0
Großbetrieb,0
Elektrolyt,0
traditionsgemäß,0
krude,1
Outback,0
Frohsinn,0
Langzeitstudie,0
Werbeeinnahme,0
Feinschliff,0
trägst,0
Athlon,0
prügeln,1
suggerieren,1
Regionalverkehr,0
Pflegekind,0
wischen,1
Normalo,0
keck,0
allezeit,0
Rolladen,0
Bor,1
Birkenfeld,0
Sondervermögen,0
naturgegeben,0
Morphologie,0
Lernstoff,0
Alchemie,0
Stottern,1
Schließfach,0
Schnellste,0
widersetzen,0
Kaiserstuhl,0
Stigma,1
Falkensee,0
Pelikan,1
Muttergottes,0
Hau,1
kneten,1
Auditor,1
Obelisk,1
Typografie,0
Schwenk,1
Pharmaunternehmen,0
Selbstironie,0
nichtlinear,0
Missgunst,0
Grünzeug,0
Diorama,1
dörflichen,0
Safran,1
Offenstall,0
Neuausgabe,0
Briefkästen,0
Frischling,0
Tumult,1
Hauptrunde,0
Prosecco,1
Banjo,1
Hauptort,0
Parallelwelt,0
Oppositionelle,0
knabbern,1
kontra,1
Präambel,0
Drohne,1
großangelegt,0
Lustige,0
deinerseits,0
Rezidiv,0
Sendeplatz,0
Waagschale,0
Polarkreis,0
Mühlheim,0
Meteorologe,0
Machbare,0
hochgelobt,0
Knicks,0
Trauernde,0
Kauen,1
Föderalismus,0
Sofortmaßnahme,0
heilfroh,0
Skalpell,1
Cyberspace,0
Attitüde,1
Warten,1
Cellulite,1
Eiffelturm,0
Dialyse,1
Brillanz,0
Kropf,1
Inquisitor,0
schultern,1
Bremsweg,0
Marquis,1
Legislative,0
Torgau,0
Bummeln,1
Querele,1
Waldsee,0
Zölibat,1
Suchbox,0
Brache,1
spielstark,0
Mediamarkt,0
Dünndarm,0
Halbkreis,0
Lauge,1
büßen,1
langersehnt,0
Sechste,0
Knödel,1
rekrutieren,1
Markieren,1
Steilhang,0
Kubus,1
Privatbank,0
kohärent,0
Kiesel,1
Stummfilm,0
WG,0
visualisieren,1
ignorant,0
Fehlalarm,0
mundtot,0
klemmen,1
kultivieren,1
konfus,1
Trainee,1
Trickfilm,0
Leica,0
hocheffizient,0
Englischunterricht,0
Zoff,1
Gram,1
Papyrus,1
Sauen,1
Formulieren,1
Phänomenologie,0
Nonsens,1
Grundsätzliche,0
rauslassen,0
probat,0
Kahlschlag,0
Pflegeberuf,0
Salzsäure,0
Mess,1
Wanderkarte,0
wackeln,1
schnuppe,1
säen,1
Photograph,0
Privatpatient,0
Weißabgleich,0
hof,1
Spanische,0
waschecht,0
Kurznachricht,0
Dezibel,1
rasieren,1
Cyborg,0
Buß,1
Sperrzeit,0
Bratkartoffel,0
Bolle,1
Squash,1
salopp,1
Haiku,1
portugiesisch,0
Manschette,1
Interlake,0
Brügge,0
Edelweiß,0
brüllen,1
Ara,1
Bumerang,1
Augenblicks,0
scannen,1
dosieren,1
Münden,1
Oboe,1
Attila,1
lebensgroß,0
Hedgefonds,0
Allegorie,0
wasserfest,0
Rüttgers,0
Schweißen,1
Mixtape,0
Halbe,1
fürwahr,0
wahrheitsgemäß,0
Sehvermögen,0
Protektor,0
Schnellstraße,0
Sarkophag,1
Wanderfreund,0
Kleinbetrieb,0
Neufahrzeug,0
Fanta,1
löten,0
Springbrunnen,0
Freiflug,0
Weißbrot,0
Schneesturm,0
Gutdünken,0
Happen,1
grenznah,0
spezialisieren,1
Bajonett,1
Retina,1
Rotz,1
kloppen,1
Pflegemittel,0
Saab,1
Fuhre,1
Drilling,1
dämpfen,1
Leichtbau,0
Franc,1
Schräge,0
Konstruktivismus,0
Individualverkehr,0
Klaps,1
redundant,0
hegen,1
Glätte,0
Mamma,1
Fahrstreifen,0
Interferenz,0
gläserne,0
Fracking,0
metallen,0
Kühlsystem,0
hierher,1
Innenwand,0
Humus,1
Essbereich,0
Sonderrecht,0
Älterwerden,0
parieren,1
Polyp,1
plattdeutsch,0
Schiedsrichtern,0
wühlen,1
Royale,0
Organisieren,0
Fete,1
Plauderecke,0
Tussi,1
Schneidezahn,0
archivieren,1
trotzen,1
Hebebühne,0
Duschbad,0
firmeneigen,0
Wachmann,0
Schund,1
Portland,1
Overall,0
Schnupperkurs,0
Hades,1
steuerbegünstigt,0
Stabilisator,0
Eigennutz,0
Lethargie,0
Ouvertüre,1
Survey,1
Turnus,1
schizophren,1
Zitrusfrucht,0
Qualle,1
Italienische,0
Politologe,0
Strafsache,0
Flak,1
Russische,0
Kuvert,1
Zwischenschritt,0
Kleinarbeit,0
Süchtige,0
Molekulare,0
Zentralkomitee,0
Loft,1
attackieren,1
Schaltkreis,0
Kleben,1
wärmen,1
Drittstaat,0
Trinkflasche,0
Leitartikel,0
zutage,0
Fixkosten,0
Inzucht,0
Dissident,0
Taifun,1
Gulasch,1
Werbekunde,0
Werbetrommel,0
Schaumburg,0
wiedergegeben,0
pennen,1
Regieren,1
Isotop,0
Sprengsatz,0
Moskito,1
Ulme,1
hipp,1
themenbezogen,0
lästern,1
nutz,1
Lehrinhalt,0
Halbgott,0
les,1
schleichen,1
Lösegeld,0
Atlantikküste,0
Feine,1
Hornisse,0
Sharing,0
Piranha,1
Biegen,1
Mischform,0
Mähre,1
Sammelbegriff,0
formschön,0
Schlupf,1
Mikrobiologie,0
Großformat,0
Fehltritt,0
Supervisor,0
Hufeisen,0
Primus,1
Intensivkurs,0
Pandemie,0
demontieren,0
rosafarben,0
Habicht,1
Rahm,1
Originalgröße,0
hochfahren,0
Büffet,1
altern,1
Scientologe,0
Rosette,0
Fachfrau,0
resultieren,1
ebnen,1
Fertigprodukt,0
Bonaparte,0
lichtdurchflutet,0
Immunabwehr,0
Bausch,1
allerorts,0
Schlittschuh,0
PKW,0
blinken,1
Krypta,1
Armada,1
Knirps,1
massieren,1
wehen,1
Fahrstunde,0
Akquise,0
Kriminalfall,0
Suchdienst,0
Knauf,1
Hattrick,0
Liegefläche,0
Pflegegeld,0
Telegraph,0
Polyamid,0
Smaragd,1
gleichauf,0
Zarge,1
Wanderschuh,0
neutralisieren,1
Adelaide,0
Brokkoli,1
runtergeladen,0
Topos,1
Freibrief,0
partizipieren,1
Flach,1
Bare,1
Lötstelle,0
Grauton,0
Kurzbericht,0
immanent,0
Pulp,1
Wanze,1
koppeln,1
Hochfahren,0
Kollekte,0
Wertheim,0
Mol,1
Schwefelsäure,0
insolvent,0
klatschen,1
rahmen,1
Escort,1
Lachanfall,0
Binde,1
Fasan,1
wildfremd,0
Totalitarismus,0
honorieren,1
Halbmond,0
Assassine,0
Plattenbau,0
Prüfverfahren,0
Insektizid,0
Native,0
Hämorrhoide,0
Prüm,1
Nicken,1
selbstgebastelt,0
Nährwert,0
Rechtschreibreform,0
Allerheiligen,0
Bresche,1
feststehen,0
akkurat,0
Kontrapunkt,0
Wessi,0
Audienz,1
Mühldorf,0
Fördermitglied,0
bürgerschaftlichen,0
Tagesstätte,0
Denkschrift,0
Fressnapf,0
Plaque,1
Eskimo,0
Degen,1
Meteorologie,0
diskreditieren,0
dehnen,1
Typologie,0
Hauptinhalt,0
Werbestrategie,0
Schwarzkopf,0
Schnellschuss,0
Oberstaatsanwalt,0
Steinfeld,0
Checkbox,0
Darmstadt,0
langen,1
Neuenburg,0
Wiederkunft,0
musizieren,1
Fehlkauf,0
transformieren,1
obszön,1
XXX,0
Dinkel,1
Archetyp,0
Pantomime,1
Kölle,1
Makrele,1
Posse,1
Kinesiologie,0
Krüppel,1
Reitplatz,0
hemmen,1
Lund,1
Schadsoftware,0
Starkregen,0
Buntstift,0
Hochtief,0
Tross,1
schminken,1
Lötkolben,0
Henkel,1
Elektroantrieb,0
Nationalfeiertag,0
Originalton,0
Heilberuf,0
Schonzeit,0
Weißenfels,0
Scrollen,1
niederschlagen,0
meditieren,1
wahlberechtigt,0
Coolness,0
bus,1
Hocke,1
drosseln,1
Fug,1
Reitsport,0
UFO,0
Impotenz,0
Ces,0
Hauptgruppe,0
niederlassen,0
Schilling,0
Adept,1
Niesen,1
Lernfeld,0
festgefahren,0
